Name,Year,Quarter,File_Changed,Insertions,Deletions
evaderan-lab,2020,Q4,1,0,0
Michelle Casbon,2020,Q1,0,0,0
Michelle Casbon,2020,Q2,0,0,0
Michelle Casbon,2020,Q3,0,0,0
Michelle Casbon,2020,Q4,7,215,0
Long M. Lưu,2020,Q1,0,0,0
Long M. Lưu,2020,Q2,0,0,0
Long M. Lưu,2020,Q3,0,0,0
Long M. Lưu,2020,Q4,1,0,0
Abdullah Rashwan,2020,Q1,0,0,0
Abdullah Rashwan,2020,Q2,0,0,0
Abdullah Rashwan,2020,Q3,0,0,0
Abdullah Rashwan,2020,Q4,1,3,4
Matthias,2020,Q1,0,0,0
Matthias,2020,Q2,0,0,0
Matthias,2020,Q3,0,0,0
Matthias,2020,Q4,1,7,9
Paul B. Isaac's,2020,Q1,0,0,0
Paul B. Isaac's,2020,Q2,0,0,0
Paul B. Isaac's,2020,Q3,0,0,0
Paul B. Isaac's,2020,Q4,2,11,2
Robert Szczepanski,2020,Q1,0,0,0
Robert Szczepanski,2020,Q2,0,0,0
Robert Szczepanski,2020,Q3,2,2,4
Robert Szczepanski,2020,Q4,0,0,0
Yoav Ramon,2020,Q1,0,0,0
Yoav Ramon,2020,Q2,0,0,0
Yoav Ramon,2020,Q3,0,0,0
Yoav Ramon,2020,Q4,4,7,4
piyushdatta,2020,Q1,0,0,0
piyushdatta,2020,Q2,0,0,0
piyushdatta,2020,Q3,1,0,0
piyushdatta,2020,Q4,1,0,0
Ian Beauregard,2020,Q1,0,0,0
Ian Beauregard,2020,Q2,0,0,0
Ian Beauregard,2020,Q3,0,0,0
Ian Beauregard,2020,Q4,1,0,0
Yiwen Li,2020,Q1,0,0,0
Yiwen Li,2020,Q2,1,7,0
Yiwen Li,2020,Q3,6,23,18
Yiwen Li,2020,Q4,2,6,3
Tarandeep Singh,2020,Q1,0,0,0
Tarandeep Singh,2020,Q2,0,0,0
Tarandeep Singh,2020,Q3,0,0,0
Tarandeep Singh,2020,Q4,1,0,0
Henry Tan,2020,Q1,33,537,535
Henry Tan,2020,Q2,130,4626,3235
Henry Tan,2020,Q3,229,5284,2590
Henry Tan,2020,Q4,4,0,35
Henry Tan,2019,Q1,1,6,10
Henry Tan,2019,Q2,2,26,25
Henry Tan,2019,Q3,0,0,0
Henry Tan,2019,Q4,23,4021,14
Henry Tan,2017,Q1,0,0,0
Henry Tan,2017,Q2,0,0,0
Henry Tan,2017,Q3,16,108,88
Henry Tan,2017,Q4,0,0,0
PlusPlusUltra,2020,Q1,0,0,0
PlusPlusUltra,2020,Q2,0,0,0
PlusPlusUltra,2020,Q3,0,0,0
PlusPlusUltra,2020,Q4,3,99,2
Maria Romanenko Vexlard,2020,Q1,0,0,0
Maria Romanenko Vexlard,2020,Q2,0,0,0
Maria Romanenko Vexlard,2020,Q3,0,0,0
Maria Romanenko Vexlard,2020,Q4,1,0,0
Philip Pham,2020,Q1,15,464,32
Philip Pham,2020,Q2,0,0,0
Philip Pham,2020,Q3,6,103,12
Philip Pham,2020,Q4,2,51,2
Philip Pham,2019,Q1,0,0,0
Philip Pham,2019,Q2,0,0,0
Philip Pham,2019,Q3,33,747,208
Philip Pham,2019,Q4,8,203,34
Philip Pham,2018,Q1,0,0,0
Philip Pham,2018,Q2,0,0,0
Philip Pham,2018,Q3,1,16,0
Philip Pham,2018,Q4,1,0,0
cfRod,2020,Q1,0,0,0
cfRod,2020,Q2,0,0,0
cfRod,2020,Q3,0,0,0
cfRod,2020,Q4,6,50,0
Marcos Pereira,2020,Q1,0,0,0
Marcos Pereira,2020,Q2,0,0,0
Marcos Pereira,2020,Q3,0,0,0
Marcos Pereira,2020,Q4,1,2,0
andreABbauer,2020,Q1,0,0,0
andreABbauer,2020,Q2,0,0,0
andreABbauer,2020,Q3,0,0,0
andreABbauer,2020,Q4,1,5,0
Poedator,2020,Q1,0,0,0
Poedator,2020,Q2,0,0,0
Poedator,2020,Q3,0,0,0
Poedator,2020,Q4,1,0,0
Alexey Radul,2020,Q1,0,0,0
Alexey Radul,2020,Q2,0,0,0
Alexey Radul,2020,Q3,0,0,0
Alexey Radul,2020,Q4,2,15,0
Alexey Radul,2019,Q1,3,29,13
Alexey Radul,2019,Q2,11,419,142
Alexey Radul,2019,Q3,4,99,33
Alexey Radul,2019,Q4,0,0,0
Alexey Radul,2018,Q1,0,0,0
Alexey Radul,2018,Q2,0,0,0
Alexey Radul,2018,Q3,4,0,622
Alexey Radul,2018,Q4,2,24,15
Brent M. Spell,2020,Q1,0,0,0
Brent M. Spell,2020,Q2,0,0,0
Brent M. Spell,2020,Q3,0,0,0
Brent M. Spell,2020,Q4,1,9,11
Pavel Krajcevski,2020,Q1,0,0,0
Pavel Krajcevski,2020,Q2,0,0,0
Pavel Krajcevski,2020,Q3,0,0,0
Pavel Krajcevski,2020,Q4,1,3,2
Aavishkar Mishra,2020,Q1,0,0,0
Aavishkar Mishra,2020,Q2,1,4,4
Aavishkar Mishra,2020,Q3,7,43,23
Aavishkar Mishra,2020,Q4,4,12,13
Marcin Owsiany,2020,Q1,0,0,0
Marcin Owsiany,2020,Q2,0,0,0
Marcin Owsiany,2020,Q3,0,0,0
Marcin Owsiany,2020,Q4,1,4,4
Chen Cen,2020,Q1,0,0,0
Chen Cen,2020,Q2,0,0,0
Chen Cen,2020,Q3,12,894,17
Chen Cen,2020,Q4,4,90,2
Ashwin Phadke,2020,Q1,0,0,0
Ashwin Phadke,2020,Q2,0,0,0
Ashwin Phadke,2020,Q3,2,12,0
Ashwin Phadke,2020,Q4,4,43,21
ml-0,2020,Q1,0,0,0
ml-0,2020,Q2,2,11,3
ml-0,2020,Q3,18,362,249
ml-0,2020,Q4,4,11,2
Rohan Lekhwani,2020,Q1,0,0,0
Rohan Lekhwani,2020,Q2,0,0,0
Rohan Lekhwani,2020,Q3,0,0,0
Rohan Lekhwani,2020,Q4,3,30,7
Jung Daun,2020,Q1,0,0,0
Jung Daun,2020,Q2,0,0,0
Jung Daun,2020,Q3,0,0,0
Jung Daun,2020,Q4,1,9,8
Kasra Bigdeli,2020,Q1,0,0,0
Kasra Bigdeli,2020,Q2,0,0,0
Kasra Bigdeli,2020,Q3,0,0,0
Kasra Bigdeli,2020,Q4,1,5,5
Jakub Beránek,2020,Q1,0,0,0
Jakub Beránek,2020,Q2,0,0,0
Jakub Beránek,2020,Q3,0,0,0
Jakub Beránek,2020,Q4,1,0,0
Ryan Sepassi,2020,Q1,0,0,0
Ryan Sepassi,2020,Q2,0,0,0
Ryan Sepassi,2020,Q3,1,4,0
Ryan Sepassi,2020,Q4,1,0,0
Adrian Garcia Badaracco,2020,Q1,2,10,0
Adrian Garcia Badaracco,2020,Q2,0,0,0
Adrian Garcia Badaracco,2020,Q3,1,0,0
Adrian Garcia Badaracco,2020,Q4,1,4,0
Jonathan DEKHTIAR,2020,Q1,2,8,5
Jonathan DEKHTIAR,2020,Q2,3,41,43
Jonathan DEKHTIAR,2020,Q3,0,0,0
Jonathan DEKHTIAR,2020,Q4,4,49,10
Jonathan DEKHTIAR,2017,Q1,0,0,0
Jonathan DEKHTIAR,2017,Q2,0,0,0
Jonathan DEKHTIAR,2017,Q3,2,27,5
Jonathan DEKHTIAR,2017,Q4,0,0,0
Dmitry Tsarkov,2020,Q1,0,0,0
Dmitry Tsarkov,2020,Q2,0,0,0
Dmitry Tsarkov,2020,Q3,0,0,0
Dmitry Tsarkov,2020,Q4,2,15,0
Chao Xie,2020,Q1,17,1417,632
Chao Xie,2020,Q2,0,0,0
Chao Xie,2020,Q3,0,0,0
Chao Xie,2020,Q4,6,2,34
Chao Xie,2019,Q1,0,0,0
Chao Xie,2019,Q2,0,0,0
Chao Xie,2019,Q3,3,14,4
Chao Xie,2019,Q4,8,682,134
Matt Conley,2020,Q1,0,0,0
Matt Conley,2020,Q2,2,28,41
Matt Conley,2020,Q3,2,15,5
Matt Conley,2020,Q4,0,0,0
Matt Conley,2019,Q1,29,3402,155
Matt Conley,2019,Q2,46,1559,269
Matt Conley,2019,Q3,2,5,0
Matt Conley,2019,Q4,0,0,0
Matt Conley,2018,Q1,0,0,0
Matt Conley,2018,Q2,0,0,0
Matt Conley,2018,Q3,14,137,387
Matt Conley,2018,Q4,3,15,10
Brian Zhao,2020,Q1,151,1303,753
Brian Zhao,2020,Q2,339,6580,2840
Brian Zhao,2020,Q3,216,7416,1447
Brian Zhao,2020,Q4,0,0,0
Brian Zhao,2019,Q1,0,0,0
Brian Zhao,2019,Q2,0,0,0
Brian Zhao,2019,Q3,341,4038,3244
Brian Zhao,2019,Q4,314,3419,4047
Rachel Lim,2020,Q1,13,251,81
Rachel Lim,2020,Q2,19,704,316
Rachel Lim,2020,Q3,115,3375,1039
Rachel Lim,2020,Q4,0,0,0
Rachel Lim,2019,Q1,134,4976,1669
Rachel Lim,2019,Q2,54,992,247
Rachel Lim,2019,Q3,70,2076,1747
Rachel Lim,2019,Q4,29,475,348
Rachel Lim,2018,Q1,10,848,105
Rachel Lim,2018,Q2,34,2945,693
Rachel Lim,2018,Q3,182,7453,2438
Rachel Lim,2018,Q4,177,4943,1867
Kushan Ahmadian,2020,Q1,0,0,0
Kushan Ahmadian,2020,Q2,3,0,80
Kushan Ahmadian,2020,Q3,0,0,0
Kushan Ahmadian,2020,Q4,0,0,0
Paul Tanger,2020,Q1,0,0,0
Paul Tanger,2020,Q2,0,0,0
Paul Tanger,2020,Q3,1,2,0
Paul Tanger,2020,Q4,0,0,0
dannyfriar,2020,Q1,0,0,0
dannyfriar,2020,Q2,0,0,0
dannyfriar,2020,Q3,1,12,0
dannyfriar,2020,Q4,0,0,0
Ahmed S. Taei,2020,Q1,4,30,5
Ahmed S. Taei,2020,Q2,3,49,12
Ahmed S. Taei,2020,Q3,6,56,2
Ahmed S. Taei,2020,Q4,0,0,0
zmx,2020,Q1,0,0,0
zmx,2020,Q2,0,0,0
zmx,2020,Q3,1,2,2
zmx,2020,Q4,0,0,0
Zheng Xu,2020,Q1,0,0,0
Zheng Xu,2020,Q2,0,0,0
Zheng Xu,2020,Q3,9,190,127
Zheng Xu,2020,Q4,0,0,0
Leslie-Fang,2020,Q1,4,27,11
Leslie-Fang,2020,Q2,2,5,2
Leslie-Fang,2020,Q3,1,2,2
Leslie-Fang,2020,Q4,0,0,0
Leslie-Fang,2019,Q1,0,0,0
Leslie-Fang,2019,Q2,0,0,0
Leslie-Fang,2019,Q3,2,0,0
Leslie-Fang,2019,Q4,0,0,0
Felix Johnny,2020,Q1,0,0,0
Felix Johnny,2020,Q2,9,581,488
Felix Johnny,2020,Q3,8,153,150
Felix Johnny,2020,Q4,0,0,0
Jan Jongboom,2020,Q1,0,0,0
Jan Jongboom,2020,Q2,0,0,0
Jan Jongboom,2020,Q3,4,36,29
Jan Jongboom,2020,Q4,0,0,0
Pierre-Antoine Manzagol,2020,Q1,0,0,0
Pierre-Antoine Manzagol,2020,Q2,0,0,0
Pierre-Antoine Manzagol,2020,Q3,1,0,0
Pierre-Antoine Manzagol,2020,Q4,0,0,0
Todd Lipcon,2020,Q1,0,0,0
Todd Lipcon,2020,Q2,0,0,0
Todd Lipcon,2020,Q3,5,373,116
Todd Lipcon,2020,Q4,0,0,0
Gaurav Agrawal,2020,Q1,0,0,0
Gaurav Agrawal,2020,Q2,0,0,0
Gaurav Agrawal,2020,Q3,3,49,2
Gaurav Agrawal,2020,Q4,0,0,0
jma,2020,Q1,0,0,0
jma,2020,Q2,0,0,0
jma,2020,Q3,1,2,0
jma,2020,Q4,0,0,0
George Grzegorz Pawelczak,2020,Q1,6,18,8
George Grzegorz Pawelczak,2020,Q2,0,0,0
George Grzegorz Pawelczak,2020,Q3,1,3,0
George Grzegorz Pawelczak,2020,Q4,0,0,0
George Grzegorz Pawelczak,2019,Q1,0,0,0
George Grzegorz Pawelczak,2019,Q2,1,4,4
George Grzegorz Pawelczak,2019,Q3,2,38,20
George Grzegorz Pawelczak,2019,Q4,2,12,12
Jonathan Hseu,2020,Q1,84,488,453
Jonathan Hseu,2020,Q2,3,269,5
Jonathan Hseu,2020,Q3,36,56,40
Jonathan Hseu,2020,Q4,0,0,0
Jonathan Hseu,2019,Q1,193,17158,14833
Jonathan Hseu,2019,Q2,46,671,6212
Jonathan Hseu,2019,Q3,12,114,37
Jonathan Hseu,2019,Q4,12,169,106
Jonathan Hseu,2018,Q1,67,1052,1133
Jonathan Hseu,2018,Q2,5,6,12
Jonathan Hseu,2018,Q3,11,565,29
Jonathan Hseu,2018,Q4,15,307,32
Jonathan Hseu,2017,Q1,302,1780,2200
Jonathan Hseu,2017,Q2,590,10850,2996
Jonathan Hseu,2017,Q3,254,16830,4095
Jonathan Hseu,2017,Q4,16,236,478
Jonathan Hseu,2016,Q1,0,0,0
Jonathan Hseu,2016,Q2,0,0,0
Jonathan Hseu,2016,Q3,351,13086,2326
Jonathan Hseu,2016,Q4,589,7415,5811
Vijay Vasudevan,2020,Q1,0,0,0
Vijay Vasudevan,2020,Q2,5,67,33
Vijay Vasudevan,2020,Q3,3,9,0
Vijay Vasudevan,2020,Q4,0,0,0
Vijay Vasudevan,2019,Q1,1,0,0
Vijay Vasudevan,2019,Q2,0,0,0
Vijay Vasudevan,2019,Q3,0,0,0
Vijay Vasudevan,2019,Q4,0,0,0
Vijay Vasudevan,2018,Q1,3,7,4
Vijay Vasudevan,2018,Q2,0,0,0
Vijay Vasudevan,2018,Q3,3,85,0
Vijay Vasudevan,2018,Q4,1,4,2
Vijay Vasudevan,2017,Q1,195,5121,2559
Vijay Vasudevan,2017,Q2,174,4351,2687
Vijay Vasudevan,2017,Q3,245,22118,5105
Vijay Vasudevan,2017,Q4,7,11,8
Vijay Vasudevan,2016,Q1,1248,36933,27225
Vijay Vasudevan,2016,Q2,789,4542,2839
Vijay Vasudevan,2016,Q3,452,9590,6125
Vijay Vasudevan,2016,Q4,231,2231,1462
Vijay Vasudevan,2015,Q1,0,0,0
Vijay Vasudevan,2015,Q2,0,0,0
Vijay Vasudevan,2015,Q3,0,0,0
Vijay Vasudevan,2015,Q4,2191,51800,21883
Zhangqiang,2020,Q1,0,0,0
Zhangqiang,2020,Q2,0,0,0
Zhangqiang,2020,Q3,3,14,0
Zhangqiang,2020,Q4,0,0,0
Michael137,2020,Q1,0,0,0
Michael137,2020,Q2,1,6,0
Michael137,2020,Q3,2,2,0
Michael137,2020,Q4,0,0,0
amturati,2020,Q1,0,0,0
amturati,2020,Q2,11,329,46
amturati,2020,Q3,253,9393,6051
amturati,2020,Q4,0,0,0
sboshin,2020,Q1,0,0,0
sboshin,2020,Q2,0,0,0
sboshin,2020,Q3,12,382,26
sboshin,2020,Q4,0,0,0
Rickard,2020,Q1,0,0,0
Rickard,2020,Q2,0,0,0
Rickard,2020,Q3,10,8,0
Rickard,2020,Q4,0,0,0
emlaprise2358,2020,Q1,0,0,0
emlaprise2358,2020,Q2,0,0,0
emlaprise2358,2020,Q3,2,0,0
emlaprise2358,2020,Q4,0,0,0
COTASPAR,2020,Q1,0,0,0
COTASPAR,2020,Q2,0,0,0
COTASPAR,2020,Q3,1,13,32
COTASPAR,2020,Q4,0,0,0
jedlimlx,2020,Q1,5,31,18
jedlimlx,2020,Q2,3,28,57
jedlimlx,2020,Q3,1,0,0
jedlimlx,2020,Q4,0,0,0
Vo Van Nghia,2020,Q1,0,0,0
Vo Van Nghia,2020,Q2,84,1300,355
Vo Van Nghia,2020,Q3,218,7497,671
Vo Van Nghia,2020,Q4,0,0,0
Tomasz Strejczek,2020,Q1,0,0,0
Tomasz Strejczek,2020,Q2,0,0,0
Tomasz Strejczek,2020,Q3,11,189,4
Tomasz Strejczek,2020,Q4,0,0,0
Oleg Guba,2020,Q1,0,0,0
Oleg Guba,2020,Q2,0,0,0
Oleg Guba,2020,Q3,2,2,0
Oleg Guba,2020,Q4,0,0,0
Ehsan Toosi,2020,Q1,27,1219,383
Ehsan Toosi,2020,Q2,10,701,403
Ehsan Toosi,2020,Q3,15,48,260
Ehsan Toosi,2020,Q4,0,0,0
Ehsan Toosi,2019,Q1,0,0,0
Ehsan Toosi,2019,Q2,0,0,0
Ehsan Toosi,2019,Q3,0,0,0
Ehsan Toosi,2019,Q4,1,51,0
Yasuhiro Matsumoto,2020,Q1,4,12,12
Yasuhiro Matsumoto,2020,Q2,0,0,0
Yasuhiro Matsumoto,2020,Q3,3,12,8
Yasuhiro Matsumoto,2020,Q4,0,0,0
Yasuhiro Matsumoto,2019,Q1,19,238,38
Yasuhiro Matsumoto,2019,Q2,32,660,111
Yasuhiro Matsumoto,2019,Q3,10,17,36
Yasuhiro Matsumoto,2019,Q4,4,6,11
Dmitry Zakharov,2020,Q1,8,168,41
Dmitry Zakharov,2020,Q2,148,6278,10901
Dmitry Zakharov,2020,Q3,18,101,42
Dmitry Zakharov,2020,Q4,0,0,0
Fabio Riccardi,2020,Q1,4,57,38
Fabio Riccardi,2020,Q2,2,43,2
Fabio Riccardi,2020,Q3,12,527,527
Fabio Riccardi,2020,Q4,0,0,0
Javier Montalt Tordera,2020,Q1,0,0,0
Javier Montalt Tordera,2020,Q2,0,0,0
Javier Montalt Tordera,2020,Q3,3,13,0
Javier Montalt Tordera,2020,Q4,0,0,0
Basit Ayantunde,2020,Q1,0,0,0
Basit Ayantunde,2020,Q2,0,0,0
Basit Ayantunde,2020,Q3,5,21,20
Basit Ayantunde,2020,Q4,0,0,0
Basit Ayantunde,2019,Q1,0,0,0
Basit Ayantunde,2019,Q2,0,0,0
Basit Ayantunde,2019,Q3,1,18,4
Basit Ayantunde,2019,Q4,10,58,26
bigcat-himax,2020,Q1,0,0,0
bigcat-himax,2020,Q2,0,0,0
bigcat-himax,2020,Q3,11,71,43
bigcat-himax,2020,Q4,0,0,0
Emily Fertig,2020,Q1,21,2418,221
Emily Fertig,2020,Q2,0,0,0
Emily Fertig,2020,Q3,1,2,2
Emily Fertig,2020,Q4,0,0,0
DarrenZhang01,2020,Q1,0,0,0
DarrenZhang01,2020,Q2,0,0,0
DarrenZhang01,2020,Q3,21,94,44
DarrenZhang01,2020,Q4,0,0,0
Martin Hwasser,2020,Q1,0,0,0
Martin Hwasser,2020,Q2,0,0,0
Martin Hwasser,2020,Q3,2,2,2
Martin Hwasser,2020,Q4,0,0,0
Eugene Burmako,2020,Q1,0,0,0
Eugene Burmako,2020,Q2,0,0,0
Eugene Burmako,2020,Q3,9,35,0
Eugene Burmako,2020,Q4,0,0,0
Eugene Burmako,2019,Q1,0,0,0
Eugene Burmako,2019,Q2,0,0,0
Eugene Burmako,2019,Q3,1,0,0
Eugene Burmako,2019,Q4,1,0,0
Sharada Shiddibhavi,2020,Q1,0,0,0
Sharada Shiddibhavi,2020,Q2,7,13,44
Sharada Shiddibhavi,2020,Q3,1,0,0
Sharada Shiddibhavi,2020,Q4,0,0,0
sshiddib,2020,Q1,0,0,0
sshiddib,2020,Q2,29,323,41
sshiddib,2020,Q3,2,11,3
sshiddib,2020,Q4,0,0,0
anencore94,2020,Q1,0,0,0
anencore94,2020,Q2,0,0,0
anencore94,2020,Q3,1,0,93
anencore94,2020,Q4,0,0,0
Alexey Ivanov,2020,Q1,0,0,0
Alexey Ivanov,2020,Q2,0,0,0
Alexey Ivanov,2020,Q3,2,2,0
Alexey Ivanov,2020,Q4,0,0,0
Johan Nordström,2020,Q1,0,0,0
Johan Nordström,2020,Q2,0,0,0
Johan Nordström,2020,Q3,2,7,5
Johan Nordström,2020,Q4,0,0,0
Kushagra Sharma,2020,Q1,0,0,0
Kushagra Sharma,2020,Q2,0,0,0
Kushagra Sharma,2020,Q3,1,2,0
Kushagra Sharma,2020,Q4,0,0,0
ngc92,2020,Q1,18,183,59
ngc92,2020,Q2,21,223,39
ngc92,2020,Q3,17,111,60
ngc92,2020,Q4,0,0,0
ngc92,2018,Q1,3,59,41
ngc92,2018,Q2,1,48,26
ngc92,2018,Q3,0,0,0
ngc92,2018,Q4,0,0,0
ngc92,2017,Q1,0,0,0
ngc92,2017,Q2,0,0,0
ngc92,2017,Q3,0,0,0
ngc92,2017,Q4,1,7,0
danielyou0230,2020,Q1,0,0,0
danielyou0230,2020,Q2,0,0,0
danielyou0230,2020,Q3,25,1536,226
danielyou0230,2020,Q4,0,0,0
Jongbin Park,2020,Q1,0,0,0
Jongbin Park,2020,Q2,0,0,0
Jongbin Park,2020,Q3,1,7,7
Jongbin Park,2020,Q4,0,0,0
Jinjing Zhou,2020,Q1,0,0,0
Jinjing Zhou,2020,Q2,0,0,0
Jinjing Zhou,2020,Q3,2,126,122
Jinjing Zhou,2020,Q4,0,0,0
Suharsh Sivakumar,2020,Q1,5,204,152
Suharsh Sivakumar,2020,Q2,19,428,102
Suharsh Sivakumar,2020,Q3,1,0,6
Suharsh Sivakumar,2020,Q4,0,0,0
Suharsh Sivakumar,2019,Q1,58,1948,594
Suharsh Sivakumar,2019,Q2,105,3133,1008
Suharsh Sivakumar,2019,Q3,53,647,215
Suharsh Sivakumar,2019,Q4,27,261,23
Suharsh Sivakumar,2018,Q1,82,3368,2604
Suharsh Sivakumar,2018,Q2,61,1646,428
Suharsh Sivakumar,2018,Q3,112,2559,3390
Suharsh Sivakumar,2018,Q4,75,2392,484
Suharsh Sivakumar,2017,Q1,83,2104,588
Suharsh Sivakumar,2017,Q2,112,2460,862
Suharsh Sivakumar,2017,Q3,61,1109,436
Suharsh Sivakumar,2017,Q4,57,4888,631
Suharsh Sivakumar,2016,Q1,0,0,0
Suharsh Sivakumar,2016,Q2,0,0,0
Suharsh Sivakumar,2016,Q3,112,3066,2684
Suharsh Sivakumar,2016,Q4,65,2155,897
ShuXiang Gao,2020,Q1,0,0,0
ShuXiang Gao,2020,Q2,0,0,0
ShuXiang Gao,2020,Q3,1,0,0
ShuXiang Gao,2020,Q4,0,0,0
Peter Sobot,2020,Q1,0,0,0
Peter Sobot,2020,Q2,0,0,0
Peter Sobot,2020,Q3,2,18,0
Peter Sobot,2020,Q4,0,0,0
Maderator,2020,Q1,0,0,0
Maderator,2020,Q2,0,0,0
Maderator,2020,Q3,1,0,0
Maderator,2020,Q4,0,0,0
Thibaut Goetghebuer,2020,Q1,0,0,0
Thibaut Goetghebuer,2020,Q2,0,0,0
Thibaut Goetghebuer,2020,Q3,1,0,0
Thibaut Goetghebuer,2020,Q4,0,0,0
nyagato_00,2020,Q1,0,0,0
nyagato_00,2020,Q2,0,0,0
nyagato_00,2020,Q3,1,4,4
nyagato_00,2020,Q4,0,0,0
bzhao,2020,Q1,0,0,0
bzhao,2020,Q2,0,0,0
bzhao,2020,Q3,4,6,15
bzhao,2020,Q4,0,0,0
Amir Yazdanbakhsh,2020,Q1,0,0,0
Amir Yazdanbakhsh,2020,Q2,0,0,0
Amir Yazdanbakhsh,2020,Q3,1,0,34
Amir Yazdanbakhsh,2020,Q4,0,0,0
Yong Wu,2020,Q1,0,0,0
Yong Wu,2020,Q2,0,0,0
Yong Wu,2020,Q3,2,0,0
Yong Wu,2020,Q4,0,0,0
Eduard Feicho,2020,Q1,0,0,0
Eduard Feicho,2020,Q2,0,0,0
Eduard Feicho,2020,Q3,1,2,2
Eduard Feicho,2020,Q4,0,0,0
John Poole,2020,Q1,0,0,0
John Poole,2020,Q2,0,0,0
John Poole,2020,Q3,2,0,2
John Poole,2020,Q4,0,0,0
Ongun Kanat,2020,Q1,0,0,0
Ongun Kanat,2020,Q2,0,0,0
Ongun Kanat,2020,Q3,1,0,0
Ongun Kanat,2020,Q4,0,0,0
Leicong Li,2020,Q1,0,0,0
Leicong Li,2020,Q2,0,0,0
Leicong Li,2020,Q3,1,8,8
Leicong Li,2020,Q4,0,0,0
SiCong Li,2020,Q1,3,17,4
SiCong Li,2020,Q2,7,204,40
SiCong Li,2020,Q3,3,45,53
SiCong Li,2020,Q4,0,0,0
retonym,2020,Q1,0,0,0
retonym,2020,Q2,0,0,0
retonym,2020,Q3,17,234,29
retonym,2020,Q4,0,0,0
levinxo,2020,Q1,0,0,0
levinxo,2020,Q2,0,0,0
levinxo,2020,Q3,1,5,0
levinxo,2020,Q4,0,0,0
Kamil Rakoczy,2020,Q1,0,0,0
Kamil Rakoczy,2020,Q2,31,444,15
Kamil Rakoczy,2020,Q3,1,4,0
Kamil Rakoczy,2020,Q4,0,0,0
drebain,2020,Q1,0,0,0
drebain,2020,Q2,0,0,0
drebain,2020,Q3,9,41,10
drebain,2020,Q4,0,0,0
Yixing,2020,Q1,0,0,0
Yixing,2020,Q2,0,0,0
Yixing,2020,Q3,1,10,9
Yixing,2020,Q4,0,0,0
danielknobe,2020,Q1,0,0,0
danielknobe,2020,Q2,0,0,0
danielknobe,2020,Q3,1,0,0
danielknobe,2020,Q4,0,0,0
VoVAllen,2020,Q1,55,1018,376
VoVAllen,2020,Q2,5,7,6
VoVAllen,2020,Q3,3,10,0
VoVAllen,2020,Q4,0,0,0
Natasha Kononenko,2020,Q1,0,0,0
Natasha Kononenko,2020,Q2,3,96,0
Natasha Kononenko,2020,Q3,5,177,22
Natasha Kononenko,2020,Q4,0,0,0
Jonathan Chu,2020,Q1,0,0,0
Jonathan Chu,2020,Q2,0,0,0
Jonathan Chu,2020,Q3,50,499,323
Jonathan Chu,2020,Q4,0,0,0
Benjamin Chetioui,2020,Q1,0,0,0
Benjamin Chetioui,2020,Q2,0,0,0
Benjamin Chetioui,2020,Q3,1,4,5
Benjamin Chetioui,2020,Q4,0,0,0
Stephan Hoyer,2020,Q1,0,0,0
Stephan Hoyer,2020,Q2,0,0,0
Stephan Hoyer,2020,Q3,2,24,0
Stephan Hoyer,2020,Q4,0,0,0
Stephan Hoyer,2018,Q1,0,0,0
Stephan Hoyer,2018,Q2,2,0,0
Stephan Hoyer,2018,Q3,0,0,0
Stephan Hoyer,2018,Q4,0,0,0
Stephan Hoyer,2017,Q1,2,68,82
Stephan Hoyer,2017,Q2,6,75,21
Stephan Hoyer,2017,Q3,0,0,0
Stephan Hoyer,2017,Q4,1,60,0
Stephan Hoyer,2016,Q1,0,0,0
Stephan Hoyer,2016,Q2,0,0,0
Stephan Hoyer,2016,Q3,4,217,0
Stephan Hoyer,2016,Q4,32,6368,11
Uday Bondhugula,2020,Q1,0,0,0
Uday Bondhugula,2020,Q2,19,276,25
Uday Bondhugula,2020,Q3,9,118,13
Uday Bondhugula,2020,Q4,0,0,0
Uday Bondhugula,2019,Q1,392,8651,4851
Uday Bondhugula,2019,Q2,0,0,0
Uday Bondhugula,2019,Q3,214,6234,3772
Uday Bondhugula,2019,Q4,55,733,200
Uday Bondhugula,2018,Q1,0,0,0
Uday Bondhugula,2018,Q2,13,616,40
Uday Bondhugula,2018,Q3,263,9039,2940
Uday Bondhugula,2018,Q4,316,9049,3656
Steven Clarkson,2020,Q1,0,0,0
Steven Clarkson,2020,Q2,0,0,0
Steven Clarkson,2020,Q3,1,83,0
Steven Clarkson,2020,Q4,0,0,0
Kai Katsumata,2020,Q1,0,0,0
Kai Katsumata,2020,Q2,0,0,0
Kai Katsumata,2020,Q3,1,0,0
Kai Katsumata,2020,Q4,0,0,0
Katherine Tian,2020,Q1,0,0,0
Katherine Tian,2020,Q2,37,1055,194
Katherine Tian,2020,Q3,228,22287,21649
Katherine Tian,2020,Q4,0,0,0
markf,2020,Q1,0,0,0
markf,2020,Q2,0,0,0
markf,2020,Q3,1,29,6
markf,2020,Q4,0,0,0
Evgeniy Polyakov,2020,Q1,0,0,0
Evgeniy Polyakov,2020,Q2,2,28,6
Evgeniy Polyakov,2020,Q3,6,32,0
Evgeniy Polyakov,2020,Q4,0,0,0
Evgeniy Polyakov,2019,Q1,0,0,0
Evgeniy Polyakov,2019,Q2,1,3,11
Evgeniy Polyakov,2019,Q3,0,0,0
Evgeniy Polyakov,2019,Q4,0,0,0
